paper_id,title,first_author,authors,norm_title,norm_first_author
9a43ab4b134ea5acfaf5da53e302c027,The Adverse Consequences of  < Corporate <  Sustainability Duties for Southern Businesses and Impact Investors,Cong-rui Qiao,Cong-rui Qiao; Tom Zwart,the adverse consequences of   corporate   sustainability duties for southern businesses and impact investors,cong-rui qiao
5798aa55a6deb6cc127b7e643a08d910,The Adverse Consequences of Corporate Sustainability Duties for Southern Businesses and Impact Investors,Cong-rui Qiao,Cong-rui Qiao; Tom Zwart,the adverse consequences of corporate sustainability duties for southern businesses and impact investors,cong-rui qiao
5e572542f6d7df00ed0bb3b93cd18725,The Antitrust Stack: A Computational Analysis of Lina Khan's Legacy,Sean Norick Long,Sean Norick Long; Stakeholder,the antitrust stack a computational analysis of lina khans legacy,sean long
7849787c124dd6ce10237912433e2f57,The Application of MiFID II's General Duty of Loyalty in Iceland,Andri Bergthorsson,Andri Bergthorsson,the application of mifid iis general duty of loyalty in iceland,andri bergthorsson
5d34ccbce292791cb04cdd33ebca79c0,The Blanket Classification of Crypto Assets Under The Investment Securities Act(ISA) of 2025,Olayimika Oyebanji,Olayimika Oyebanji,the blanket classification of crypto assets under the investment securities actisa of 2025,olayimika oyebanji
78411a5db860266bd91fed85f92a2004,"The Chairman of the Board of Directors, the Board of Directors, the CEO-The Triad-who can make or break  < Corporate <  Governance",Dr Gopal Ramasubramanian,Dr Gopal Ramasubramanian,the chairman of the board of directors the board of directors the ceothe triadwho can make or break   corporate   governance,dr ramasubramanian
116d76940add7db32d0431138b90dfed,"The Chairman of the Board of Directors, the Board of Directors, the CEO-The Triad-who can make or break Corporate Governance",Dr Gopal Ramasubramanian,Dr Gopal Ramasubramanian,the chairman of the board of directors the board of directors the ceothe triadwho can make or break corporate governance,dr ramasubramanian
f20c497811ec5d62e417ef77a891b6ef,The Cost The Cost Capital: Lowering the Cost of Capital for Climate and SDG Finance in Emerging Markets and Developing Economies,Lisa Sachs,Lisa Sachs; Ana M. Camelo Vega; Jeffrey D. Sachs; Bradford Willis,the cost the cost capital lowering the cost of capital for climate and sdg finance in emerging markets and developing economies,lisa sachs
75390ef9fd342d6647d45a5807672d85,The Double-Edged Sword: Unintended Consequences of Small and Medium-Sized Enterprise Promotion Policy,Athiphat Muthitacharoen,Athiphat Muthitacharoen; Archawa Paweenawat; Krislert Samphantharak,the doubleedged sword unintended consequences of small and mediumsized enterprise promotion policy,athiphat muthitacharoen
c0950978323fcf7c9a850de5fccc8aeb,The Draft National Policy on Marine Fisheries (2023): Charting a Sustainable Future for India's Blue Economy,Navdeep Kaur,Navdeep Kaur,the draft national policy on marine fisheries 2023 charting a sustainable future for indias blue economy,navdeep kaur
3f84eda308a18d6a243c32a8dcf622ec,The Emotional Volatility Index (EVI): A New Framework for Measuring Risk of Sentiments in Modern Markets,Shlok Roy,Shlok Roy,the emotional volatility index evi a new framework for measuring risk of sentiments in modern markets,shlok roy
f53bb36f4448bbaacbfd8aa78070002a,"The Environmental-Financial Nexus: Centralized Environmental Monitoring, Eco-consciousness, and Green Revenues",June Cao,June Cao; Zijie Huang; Millie Liew,the environmentalfinancial nexus centralized environmental monitoring ecoconsciousness and green revenues,june cao
a01c55ac0bc954eac4165f90f0bec0ed,The European Central Bank's supervisory powers: the need for enhanced macro-prudential supervision,Kern Alexander,Kern Alexander; Compensation,the european central banks supervisory powers the need for enhanced macroprudential supervision,kern alexander
e54d8facd3331b9867e06acb048cf873,"The Evolving Landscape of IP Law: Navigating AI, Digital Economies, and Global Governance",Ed Koellner,Ed Koellner,the evolving landscape of ip law navigating ai digital economies and global governance,ed koellner
e431a728bc095d7506d704349297a86a,The Fault Lines in Finance: Evaluating the Debt-Equity Divide in Tax Law,Kuan Hua Phua,Kuan Hua Phua,the fault lines in finance evaluating the debtequity divide in tax law,kuan phua
394955a27da1800a0550df8fac755cce,The Future of AI-Driven Legal Compliance: How Artificial Intelligence Is Enhancing Corporate Governance and Regulatory Adherence,Prof. Dr. Mbonigaba Celestin,Prof. Dr. Mbonigaba Celestin; K. Vinayakan,the future of aidriven legal compliance how artificial intelligence is enhancing corporate governance and regulatory adherence,prof. celestin
a67bd1e6f02a7087a4971b220352d0a2,The Future of Mergers & Acquisitions? Risk Allocation in AI-Guided Transactions,Maarten Herbosch,Maarten Herbosch; Floris Mertens; Merger,the future of mergers  acquisitions risk allocation in aiguided transactions,maarten herbosch
78691c4cefcbd4c74a9d0d99b384d211,"The Global Rise of "" < Corporate <  Social Responsibility"" (CSR) in  < Corporate <  Legislation: Symbolic Expression or Substantive Action?",Liwen Lin,Liwen Lin,the global rise of   corporate   social responsibility csr in   corporate   legislation symbolic expression or substantive action,liwen lin
a9b213dd678c491ed428eb64d65b3d21,"The Global Rise of ""Corporate Social Responsibility"" (CSR) in Corporate Legislation: Symbolic Expression or Substantive Action?",Liwen Lin,Liwen Lin,the global rise of corporate social responsibility csr in corporate legislation symbolic expression or substantive action,liwen lin
bb5427f00bbc8a09077f4703ebc9ed08,The Green Paradox of Ai: Short-Term Pains and Long-Term Redemption —The Two Faces of Sustainable Development for Chinese Enterprises,Jing Fang,Jing Fang; Jingshuo Li; Pengfei Bi,the green paradox of ai shortterm pains and longterm redemption the two faces of sustainable development for chinese enterprises,jing fang
4bab38a9586247766bb3168bbf91ec4b,The Growing Complexity of Digital Economies over the GenAI Waterfall: Challenges and Policy Implications,William Lehr,William Lehr; Volker Stocker; Volker Stocker; Corporate,the growing complexity of digital economies over the genai waterfall challenges and policy implications,william lehr
ffe11da4ffaa4b2fd216047473c17a2b,The Hidden Costs of Financial Services: Consumer Complaints and Financial Restitution,Charlotte Haendler,Charlotte Haendler; Rawley Heimer,the hidden costs of financial services consumer complaints and financial restitution,charlotte haendler
da9b438344c20bf573b13f24a1422a6d,The Impact Of Corporate Bankruptcy Laws On Financial Restructuring And Business Continuity Strategies,Prof. Dr. Mbonigaba Celestin,Prof. Dr. Mbonigaba Celestin,the impact of corporate bankruptcy laws on financial restructuring and business continuity strategies,prof. celestin
d3b9d6e964bd91296342b0c95b57ee78,The Impact Of Taxation In The Ongoing Housing Crisis In France,Eric Pichet,Eric Pichet,the impact of taxation in the ongoing housing crisis in france,eric pichet
cacb045ec5a96aa250a6ff0750544cc3,The Impact of Predictive Statistical Models on Enhancing Financial Forecasting Accuracy and Decision-Making for Corporations in Competitive Markets,Prof. Dr. Mbonigaba Celestin,Prof. Dr. Mbonigaba Celestin; K. Vinayakan,the impact of predictive statistical models on enhancing financial forecasting accuracy and decisionmaking for corporations in competitive markets,prof. celestin
15624ac1aa1ecf75152f23310b200d11,The Implications of Concurrent Underwriting and Lending for Bond Underpricing,Stanislava (Stas) Nikolova,Stanislava (Stas) Nikolova; Jing Wang,the implications of concurrent underwriting and lending for bond underpricing,stanislava nikolova
bf217661d6ffb6d3044f93e5c7784ea9,The Influence of Family Businesses Female Leaders on Financial Performance - Mediating Effect Based on ESG Performance,YANAN Li,YANAN Li; Tao Xie; Shuai Zhao,the influence of family businesses female leaders on financial performance  mediating effect based on esg performance,yanan li
1f0a87e2a4eea62ba1e68787a7dd09cd,"The Integration of Banking, Private Equity, and Private Credit",Patrick M. Corrigan,Patrick M. Corrigan,the integration of banking private equity and private credit,patrick corrigan
232d1eb883664ee9a4953b773c829c85,The Intersection of AI and  < Corporate <  Governance: Legal and Economic Implications in the Digital Age,Dandi Bahtiar,Dandi Bahtiar,the intersection of ai and   corporate   governance legal and economic implications in the digital age,dandi bahtiar
451920322dc3d39d90cfeb80a4890c52,The Law and Political Economy of Workplace Organization,Jedidiah J. Kroncke,Jedidiah J. Kroncke; Institutional Investors,the law and political economy of workplace organization,jedidiah kroncke
6e5b983dc4a34f7bda64d1958fb11fa5,The Lemons Market for Disclosure Redactions,Albert Di Wang,Albert Di Wang; Yong Yu,the lemons market for disclosure redactions,albert wang
781ea93217a0e8810e67ac528c6f149b,"The Moderating Role of Entrepreneurial Orientation in the Relationship between Digital Transformation, Corporate Tax Reputation, and Tax Compliance Among Smes",Alhassan Musah,Alhassan Musah; Deodat Emilson Adenutsi; Bismark Okyere,the moderating role of entrepreneurial orientation in the relationship between digital transformation corporate tax reputation and tax compliance among smes,alhassan musah
2cc205f78413f32f723f9bcde47bec25,The Public Strikes Back: How Ethical Sentiment Influences the Financial Consequences of Drug Pricing Decisions,Antonio Garzon-Vico,Antonio Garzon-Vico; Krithika Komalapati; Arsalan Shahid; Jan Rosier,the public strikes back how ethical sentiment influences the financial consequences of drug pricing decisions,antonio garzon-vico
8da004867ddf6e08d71d3571def51a48,The Puzzle of Left-handedness: Evidence from Corporate Innovation,Long Chen,Long Chen; Albert Tsang; June Woo Park; xu xiaofang,the puzzle of lefthandedness evidence from corporate innovation,long chen
07b2c7f60c00b71306acb41b1ff07aa9,"The Quest for AI Sovereignty, Transparency and Accountability",Luca Belli,Luca Belli; Walter Britto Gaspar,the quest for ai sovereignty transparency and accountability,luca belli
5f99854f5a87c784ecc8060d4b5fa56b,The Real Effects of Protecting Biodiversity,Amir Akbari,Amir Akbari; Lilian Ng; Jing Yu; Man Duy (Marty) Pham,the real effects of protecting biodiversity,amir akbari
e412861fd19cf5c8c1a4e3e64c6a2fc1,The Role Of Whistleblower Protection Laws In Enhancing Corporate Accountability And Ethical Business Practices,Prof. Dr. Mbonigaba Celestin,Prof. Dr. Mbonigaba Celestin,the role of whistleblower protection laws in enhancing corporate accountability and ethical business practices,prof. celestin
aafd22514945b1ff453dea9ecb945a28,The Role of AI in Health Research: A Policy Review of Higher Education Foundations,Anatoliy Kostruba,Anatoliy Kostruba; Yuris Tri Naili; Efendi Lod Simanjuntak,the role of ai in health research a policy review of higher education foundations,anatoliy kostruba
4d0a036dd8f26933830d5bff9982dc54,The Role of Government-Funded Minimum Wage Jobs in Economic Revival and Tourism Growth,Krishhna Mohan Avaancha,Krishhna Mohan Avaancha,the role of governmentfunded minimum wage jobs in economic revival and tourism growth,krishhna avaancha
e5e55aeb42d21c01169e57fba3aea981,"The Role of Major Sporting Events in Human Rights Violations: FIFA, the Olympics, and Beyond",Megan Scopp,Megan Scopp,the role of major sporting events in human rights violations fifa the olympics and beyond,megan scopp
92dcf232867b0148b08467fa6e518e48,The Role of Underwater Cables in Global Geopolitics,Jun Rong Ng,Jun Rong Ng,the role of underwater cables in global geopolitics,jun ng
6552181dd9b88fafe5b6a560bbc6f416,Der Kartellschaden,Franziska Weber,Franziska Weber,der kartellschaden,franziska weber
721e2b63e13829639df58c893b4f26ae,Designing a Knowledge Management Framework to Enhance Skills Development Programs in South Africa,Hillus Toms,Hillus Toms,designing a knowledge management framework to enhance skills development programs in south africa,hillus toms
9f1dc70a8c76906bf268d8fa179b0939,Digital Industry's Green Catalyst: Unleashing Sustainable Growth for Enterprises,qipeng wang,qipeng wang; Yong Liu; There are 2 versions of this paper,digital industrys green catalyst unleashing sustainable growth for enterprises,qipeng wang
0afbfe67b6ddee64c7c2a8d8fe1057fc,Digitalization of Tax Information and Its Impact on Mitigating Debt Default Risk --Insights from Overdue Bank Loans of Publicly Traded Firms in China,Qingxi Meng,Qingxi Meng; Anting Zhang; Yi Yang; Linda H. Chen,digitalization of tax information and its impact on mitigating debt default risk insights from overdue bank loans of publicly traded firms in china,qingxi meng
5fcbfa8607f9a653729d3ca49b899098,Discrepant Paces of Decarbonization: Political Economy of China’s Domestic and Overseas Coal Power Policies,Yunyi Huang,Yunyi Huang,discrepant paces of decarbonization political economy of chinas domestic and overseas coal power policies,yunyi huang
b1e8b0cb929dc2247322967f19ac2a73,Disputes Over Digitalization: A Perspective of Cross-Border Central Bank Digital Currencies,Heng Wang,Heng Wang,disputes over digitalization a perspective of crossborder central bank digital currencies,heng wang
7906997793d174a390b0d6e7024306b5,Disruption of Customers' Political Connections and Suppliers' ESG Performance: Evidence from China,Yanhui Xu,Yanhui Xu; Yangyang Jin; Fuhua Deng; Qianbin Feng,disruption of customers political connections and suppliers esg performance evidence from china,yanhui xu
faa555d05f7dfa08f633ad3b55c39396,Diversification Potential and Dynamic Relationships in Bitcoin- < Esg <  Portfolios,Barbara Rasiova,Barbara Rasiova; Peter Arendas; There are 2 versions of this paper,diversification potential and dynamic relationships in bitcoin  esg   portfolios,barbara rasiova
5e2b09cf04231e4a103686bf5ed2ebff,Do Directors Learn from  < Corporate <  Violations?  < The Positive Externalities of Environmental Enforcement Actions,Francisco Marcet,Francisco Marcet; Daniel Ferres,do directors learn from   corporate   violations   the positive externalities of environmental enforcement actions,francisco marcet
6ae5a4958f9fb63573af77c5831bf6ec,Do Directors Learn from Corporate Violations? The Positive Externalities of Environmental Enforcement Actions,Francisco Marcet,Francisco Marcet; Daniel Ferres,do directors learn from corporate violations the positive externalities of environmental enforcement actions,francisco marcet
332841e39d23a4a3b985d07de9b0ff5a,Do we really need a Global Commission on Modern Slavery?,Ayushman Bhagat,Ayushman Bhagat; Joel Quirk,do we really need a global commission on modern slavery,ayushman bhagat
4f825e9719bd16457fc9c391ed803608,Does Competitive Pressure Curb Corporate Carbon Emissions?,Ye Cai,Ye Cai; Siqi Li,does competitive pressure curb corporate carbon emissions,ye cai
fb685ea6cbcda1c87b41aa733980e669,"Does Firm-Level Political Risk Propagate Financial Distress: Exploring the Roles of Ownership, Governance, and Exposure?",Anju Saini,Anju Saini; Darshan N M; Himanshu Seth; market,does firmlevel political risk propagate financial distress exploring the roles of ownership governance and exposure,anju saini
6c70849e662a12fd122a440114c9f948,Does General Counsel in Top Management Help Firms Reduce Investment Distortion? The Position Fixed Effect,Wonjae Chang,Wonjae Chang; Inho Suk,does general counsel in top management help firms reduce investment distortion the position fixed effect,wonjae chang
e02908af4af2c80841536230ff2f8d2d,Does Institutional Climate Adaptation Pressure Affect Corporate Mitigation Efforts?,Raffaele Conti,Raffaele Conti; Aleksandra Kacperczyk; Marcin T. Kacperczyk,does institutional climate adaptation pressure affect corporate mitigation efforts,raffaele conti
5866a397328daa1bc1800c40c9e53c77,Due Diligence Dilemma,Yifat Aran,Yifat Aran; Nizan Geslevich Packin; Compensation,due diligence dilemma,yifat aran
2c156f3aeb36acc596d4fa630d35ebb0,Dynamic Inflation-Adjusted Bond Pricing: Integrating Real-Time Expectations and Tax Policy,Amaanullah Bhatti,Amaanullah Bhatti,dynamic inflationadjusted bond pricing integrating realtime expectations and tax policy,amaanullah bhatti
542b6fe3561402420102572958f41fa0,Dynamic Panel Models with Directors' and Officers' Liability Insurance Data,George Kalchev,George Kalchev,dynamic panel models with directors and officers liability insurance data,george kalchev
e855e6c8b713f9604e49dc4c2d6aeba0,Dynamic Risk in a Connected World: A Quantile-Lstm Framework to Systemic Volatility and Portfolio Resilience,Hussain Sabbor,Hussain Sabbor; Thiombiano Dramane; Qamar Abbas,dynamic risk in a connected world a quantilelstm framework to systemic volatility and portfolio resilience,hussain sabbor
2e15882f5460b1199ab80352df0d10df,EMERGING TRENDS IN THE MUTUAL FUNDS INDUSTRY AND INVESTOR PERCEPTIONS TOWARDS BANGALORE RURAL AREAS,Karthik J P,Karthik J P,emerging trends in the mutual funds industry and investor perceptions towards bangalore rural areas,karthik p
e06ab3db0bdc07629bace75fef9f8339,ESG <  Integration in Multi-Asset Portfolios: The Trade-Off Between Sustainability and Factor Stability,Marc Weibel,Marc Weibel; Jeffrey Bohn; Jeffrey Bohn; Tomasz Orpiszewski; Mark Thompson; Tsuyoshi Iwata,esg   integration in multiasset portfolios the tradeoff between sustainability and factor stability,marc weibel
5c0cbbd97a83d5f6d47db8725642cbee,ESG LITIGATION AND THE POLITICAL ECONOMY OF CORPORATE GOVERNANCE,Aisha Saad,Aisha Saad,esg litigation and the political economy of corporate governance,aisha saad
57477a0bd3cf4de48b3f174a52e0ea46,ESG motivations and market microstructure,Yuanyuan Chen,Yuanyuan Chen,esg motivations and market microstructure,yuanyuan chen
84e663af660ec3a581a4f9514c4844ad,EXPLODING THE MYTH THAT BARE SUB-TRUSTEES 'DROP OUT'*,Chee Ho Tham,Chee Ho Tham,exploding the myth that bare subtrustees drop out,chee tham
b69c638cbf4ef095ff5ed9eb07d9d302,EXPLORING THE LEGAL DEBATE ON  < CORPORATE <  SOCIAL RESPONSIBILITY: MANDATORY VS VOLUNTARY CSR APPROACH,Jyotirmoy Banerjee,Jyotirmoy Banerjee,exploring the legal debate on   corporate   social responsibility mandatory vs voluntary csr approach,jyotirmoy banerjee
b2a4ab8a4c9a61e1f2d97b0e103dbd04,Ecosystem Service Flow-Based Analysis of Ecological Compensation in the Yangtze River Delta Basin,Kaifang Li,Kaifang Li; Lu Sui; Nan Xia; Manchun Li; Yu Ma; Song Hua,ecosystem service flowbased analysis of ecological compensation in the yangtze river delta basin,kaifang li
534277322bb5d6ce167aedc1b0d4fa8c,Educational Affiliatations of Female Corporate Directors in Family Controlled Firms: A Geographical Analysis,Sean O'Hagan,Sean O'Hagan; Merger,educational affiliatations of female corporate directors in family controlled firms a geographical analysis,sean o'hagan
2ac475e60dde0ca8ceeac56513e7231d,Effects of Post-2008 Regulation on the Rise of the Private Credit Industry,Sam Bonjean,Sam Bonjean,effects of post2008 regulation on the rise of the private credit industry,sam bonjean
4d4204db42d9a2b632d05b9dd834beaf,Empirical Analysis: How ESG Investing has Impacted Asset Pricing in the Equity Market,MD Tareq Hossain,MD Tareq Hossain,empirical analysis how esg investing has impacted asset pricing in the equity market,md hossain
a225c8decdaa528980d1fbde8753f8d3,Environmental Data and Scores: Lost in Translation,Enrico Bernardini,Enrico Bernardini; Marco Fanari; Enrico Foscolo; Francesco Ruggiero,environmental data and scores lost in translation,enrico bernardini
85c23f80e50cfb76fdc317e306ceab37,"Environmental, Social And Governance As Sustainability Solution For Women's Rights In West Africa",Olalekan Moyosore Lalude,Olalekan Moyosore Lalude; Sophia Abiri-Franklin; Olusola Adesina Akinsanya,environmental social and governance as sustainability solution for womens rights in west africa,olalekan lalude
cb55510ad25f38cc29ba1d9062092ba0,Equity crowdfunding: an open innovation tool to attain  < corporate <  sustainability,Francesco Perotti,Francesco Perotti; Cristina Caterina Amritrano; Mark Anthony Camilleri; Ciro Troise,equity crowdfunding an open innovation tool to attain   corporate   sustainability,francesco perotti
8ff09080f864770cca878a0d78a2747d,Equity crowdfunding: an open innovation tool to attain corporate sustainability,Francesco Perotti,Francesco Perotti; Cristina Caterina Amritrano; Mark Anthony Camilleri; Ciro Troise,equity crowdfunding an open innovation tool to attain corporate sustainability,francesco perotti
e3122fca89e5d3c20ab0564de7c16fbd,European Air Law Association (EALA) Prize 2024 Identity at Crossroads: The Legal and Ethical Implications of IATA's One ID Initiative,Ed Koellner,Ed Koellner,european air law association eala prize 2024 identity at crossroads the legal and ethical implications of iatas one id initiative,ed koellner
f7144615bc4541115de7e80e2e19d971,Evaluating  < ESG <  Indicators and Stock Returns in the S&P 500 Market,Zaur Abdullazade,Zaur Abdullazade,evaluating   esg   indicators and stock returns in the sp 500 market,zaur abdullazade
0a1ad1b036878beab18d9298a920eadd,"Evaluating Employer's Liability and Compensation Mechanisms for Workplace Injuries under the Bangladesh Labour Act, 2006: Identifying Legal Deficiencies and Proposing Reforms",Fazle Ruhani,Fazle Ruhani,evaluating employers liability and compensation mechanisms for workplace injuries under the bangladesh labour act 2006 identifying legal deficiencies and proposing reforms,fazle ruhani
4de80880c1677245f8a12fd969b4cc2d,"Evidence of the effects of ESG (environmental, social, and governance) and rental availability on business value (analysis of businesses in the banking sector of the London Stock Exchange's FTSE100 from 2020 to 2024)",Adel Necib,Adel Necib; Anis Jarboui,evidence of the effects of esg environmental social and governance and rental availability on business value analysis of businesses in the banking sector of the london stock exchanges ftse100 from 2020 to 2024,adel necib
88a4c46c145fa4fc171d577c654b3034,Evidencing Uncertain Career Paths Among Overqualified Employees,Gonzague Isirabahenda,Gonzague Isirabahenda,evidencing uncertain career paths among overqualified employees,gonzague isirabahenda
bbdd60a1fb2fd3e70dcd19788a942b10,Evolving Private Information: A Stochastic Extension of Informational Asymmetry Models,Darius Hanson,Darius Hanson,evolving private information a stochastic extension of informational asymmetry models,darius hanson
6bc379dffc7f7af9a7152dd5bdcc7ccd,Executive Compensation Sensitivity and Green Performance: Evidence from China,Yuxin REN,Yuxin REN,executive compensation sensitivity and green performance evidence from china,yuxin ren
4f1648a5c69e130c7adf34e99bc8c84a,Exit Incentives for Carbon Emissive Firms,René Aïd,René Aïd; Xiangying Pang; Xiaolu Tan; Directors,exit incentives for carbon emissive firms,rene aid
0183b1ecd499ed9e58ca8c2417de5f42,Exploring Ethical Dilemmas and their Impact on Decision-Making in Managerial Accounting,Ritwika Bhattacharyya,Ritwika Bhattacharyya; Kaustav Nag; Swarnendu Das,exploring ethical dilemmas and their impact on decisionmaking in managerial accounting,ritwika bhattacharyya
2d187a439264020536a059b82c66f8ad,"Exploring the Impact of Sustainability ""Tweets"" Attributes on Abnormal Returns",Zhenjia Yang,Zhenjia Yang; John Quigley; Tang Leilei; Amr ElAlfy,exploring the impact of sustainability tweets attributes on abnormal returns,zhenjia yang
c74481f8939a02a16a38fe4c45bb548e,Face-to-Face Board Meetings and Board Effectiveness in M&A Decisions,Shuning Jiang,Shuning Jiang; Yanting (Crystal) Shi; Kun Wang,facetoface board meetings and board effectiveness in ma decisions,shuning jiang
dafe821820d6e2937e4cfbe0b8e9f6ae,"Financial Literacy, Risk Tolerance, and Portfolio Choice: Evidence from Portuguese Investors",Raquel M. Gaspar,Raquel M. Gaspar; Inês Rico Lopes; Compensation,financial literacy risk tolerance and portfolio choice evidence from portuguese investors,raquel gaspar
84050f06a6a8a3f5b68f596921a7cd0d,Financing Europe's Transition to a Low-Carbon Economy: The Role of Sustainable Finance,Chiara Pappalardo,Chiara Pappalardo,financing europes transition to a lowcarbon economy the role of sustainable finance,chiara pappalardo
7668e175f4ec138008b9b95bf5921247,"Firm's  < Corporate <  Governance, Capital Structure Flexibility, and Bank Capital",Yakshup Chopra,Yakshup Chopra,firms   corporate   governance capital structure flexibility and bank capital,yakshup chopra
34c23b33253d56c9e8571380edea1cff,Firm-Level Political Risk and Accounting Conservatism: Evidence from Earnings Conference Calls,Safa Gaaya,Safa Gaaya; Moez Essid; Adel Beldi; Itidel Ben Saad,firmlevel political risk and accounting conservatism evidence from earnings conference calls,safa gaaya
9de1e98157699dcd88044661286fd674,Firm-level Geopolitical Risk,Xuan Zhou,Xuan Zhou,firmlevel geopolitical risk,xuan zhou
f9573fff5de9ef2690a91ba3728a9ac9,Fixed Capital and Growth Imperatives: Is Commercial Aviation Trapped in a Treadmill?,Henri Chevalier,Henri Chevalier; Eric Pineault; Institutional Investors,fixed capital and growth imperatives is commercial aviation trapped in a treadmill,henri chevalier
35a6ea766c91f59bcd0d0cc1730f7d43,Fostering Environmental Integrity via Investor-Focused Communications: Private In-House Meeting Disclosures and Greenwashing Behaviors,June Cao,June Cao; Zijie Huang; Ahmad Usman Shahid,fostering environmental integrity via investorfocused communications private inhouse meeting disclosures and greenwashing behaviors,june cao
82663eb4fa83df4f02c3bbb2d5ca2c40,From Agency Theory to Integrity: The evolution of Michael C. Jensen's thought,Sinclair Davidson,Sinclair Davidson,from agency theory to integrity the evolution of michael c jensens thought,sinclair davidson
338a4bc7aa87b19a470cbef61c3d57ff,From Banks to Nonbanks,Bruno Albuquerque,Bruno Albuquerque; Eugenio Cerutti; Nanyu Chen; Melih Firat,from banks to nonbanks,bruno albuquerque
6d29d904373db30519f19fb536a59d73,From Black Box to Open Book: An Emerging Transparency Imperative in Generative Ai Codebases,Eleanor Adele Watson,Eleanor Adele Watson; Matt van Italie,from black box to open book an emerging transparency imperative in generative ai codebases,eleanor watson
1b4256b16067309bf1f8a350289d3575,"From Digital to Sustainable: Unveiling the Complex Interactions Between Cryptocurrencies, Traditional Markets and Sustainable Finance in India",Vansh Bathla,Vansh Bathla; Karam Pal Narwal,from digital to sustainable unveiling the complex interactions between cryptocurrencies traditional markets and sustainable finance in india,vansh bathla
69e6e46f810571ef32b9dfc709e7a0f2,From Kpis to ESG: Addressing Redundancy and Distortions in ESG Scores,Matteo Benuzzi,Matteo Benuzzi; Özge Sahin; Sandra Paterlini,from kpis to esg addressing redundancy and distortions in esg scores,matteo benuzzi
3bfc08df1a180d0b092a3fb8adbd0006,From Public to Internal Capital Markets: The Effects of Affiliated IPOs on Group Firms,Luana Zaccaria,Luana Zaccaria; Simone Narizzano; Francesco Savino; Antonio Scalia,from public to internal capital markets the effects of affiliated ipos on group firms,luana zaccaria
512da90f0d355a7374ff49144f48935e,From The Operator's Chair TM - Quantifying AI Risks: Materiality Framework for Board-level Governance,Angela Michael,Angela Michael,from the operators chair tm  quantifying ai risks materiality framework for boardlevel governance,angela michael
28c07106f76ec5d0d722d54eac4517d4,GPT Adoption and the Impact of Disclosure Policies,Cathy L. Yang,Cathy L. Yang; David Restrepo-Amariles; Leo Allen; Aurore Troussel,gpt adoption and the impact of disclosure policies,cathy yang
d62c4a93db38e20db1aabfaca877dfa6,Game of Votes: The Lifecycle Effects of Tenure Voting,Maria Lucia Passador,Maria Lucia Passador,game of votes the lifecycle effects of tenure voting,maria passador
820c808b9f7a31edb48cabd1b90ccbf7,Gender quotas in bank boards: Evidence from post-communist countries,Urszula Mrzyglod,Urszula Mrzyglod; Joanna Rachuba; Dorota Skala,gender quotas in bank boards evidence from postcommunist countries,urszula mrzyglod
b74d285663c464e495f86339fe21e76a,"Germany: IKB Deutsche Industriebank Emergency Liquidity Program, 2008",Ayodeji George,Ayodeji George; Sophia Alden,germany ikb deutsche industriebank emergency liquidity program 2008,ayodeji george
81ee4e328369f88039372ebf3068f743,Global Financial Governance and Banking Regulation: Redesigning Regulation to Promote Stakeholder Interests,Kern Alexander,Kern Alexander; Corporate,global financial governance and banking regulation redesigning regulation to promote stakeholder interests,kern alexander
beca2eca05646f8b67298b0585bb8118,Global to local: be Vocal for Sustainable Development Global Perspec ves on Localising,Mukund Raj,Mukund Raj,global to local be vocal for sustainable development global perspec ves on localising,mukund raj
24213ba29ab5bd1b3e17b728f8993430,Grasshopper's Optimization Algorithm Based ASFC for Enhancing the Performance of Micro Grids,I.E.S. Naidu,I.E.S. Naidu; Satyanarayana Addala,grasshoppers optimization algorithm based asfc for enhancing the performance of micro grids,i.e.s. naidu
66ab0fdb87388279d758b18f34fc283c,Green HR Practices: An Empirical Study in an Manufacturing Sector,Remo Albinus,Remo Albinus; Clayton Michael Fonceca,green hr practices an empirical study in an manufacturing sector,remo albinus
182e6308836393aa2aa49f89e56514ae,Guidance for the < Securities <  Law Practitioner: An Analysis of Key Exemptions from < Securities <  Act Registration,Marc I. Steinberg,Marc I. Steinberg; Ibrahim Nasir,guidance for the  securities   law practitioner an analysis of key exemptions from  securities   act registration,marc steinberg
e854e2b904aba1e64c8d7e1ac398e6d8,History of a 'Missed Opportunities': Dutch Colonial Legacy and Decolonization of the Maritime Economy in Indonesia,Haryono Rinardi,Haryono Rinardi; Singgih Sulistiyono; Yety Rochwulaningsih; Ismail Ali,history of a missed opportunities dutch colonial legacy and decolonization of the maritime economy in indonesia,haryono rinardi
167ea7707f9fa3486520c2680a371f0a,How Do  < Mutual <   < Funds <  Respond to Salient Pollution Events?,Daniel Chai,Daniel Chai; Özlem Dursun-de Neef; Jin Zhang; Han Zhou,how do   mutual     funds   respond to salient pollution events,daniel chai
a316363d8ac6d5b58778deae09b8e003,How Do Mutual Funds Respond to Salient Pollution Events?,Daniel Chai,Daniel Chai; Özlem Dursun-de Neef; Jin Zhang; Han Zhou,how do mutual funds respond to salient pollution events,daniel chai
72b3186219397976e04314ea03255fb6,How Financial Consulting Can Help Prevent Business Bankruptcy in the U.S.,Ligia De Araujo,Ligia De Araujo,how financial consulting can help prevent business bankruptcy in the us,ligia araujo
